Sample in Buffer,Sample in Window,TRIGGER,top_i/PolarityShift_0_doubleOut[1:0],top_i/dds_compiler_1_m_axis_data_tdata[15:0],top_i/mult_gen_1_P[18:0]
38719,38719,0,1,8190,8190
38720,38720,0,1,6,-6
38721,38721,0,1,-8190,-8190
38722,38722,0,1,-6,6
38723,38723,0,1,8190,8190
38724,38724,0,1,6,6
38725,38725,0,1,-8190,-8190
38726,38726,0,1,-6,-6
38727,38727,0,1,8190,8190
38728,38728,0,1,6,6
38729,38729,0,1,-8190,-8190
38730,38730,0,1,6,-6
38731,38731,0,1,8190,8190
38732,38732,0,1,-6,6
38733,38733,0,1,-8190,-8190
38734,38734,0,1,-6,6
38735,38735,0,1,8190,8190
38736,38736,0,1,-6,-6
38737,38737,0,1,-8190,-8190
38738,38738,0,1,6,-6
38739,38739,0,1,8190,8190
38740,38740,0,1,6,-6
38741,38741,0,1,-8190,-8190
38742,38742,0,1,-6,6
38743,38743,0,1,8190,8190
38744,38744,0,1,-6,6
38745,38745,0,1,-8190,-8190
38746,38746,0,1,-6,-6
38747,38747,0,1,8190,8190
38748,38748,0,1,-6,-6
38749,38749,0,1,-8190,-8190
38750,38750,0,1,-6,-6
38751,38751,0,1,8190,8190
38752,38752,0,1,-6,-6
38753,38753,0,1,-8190,-8190
38754,38754,0,1,6,-6
38755,38755,0,1,8190,8190
38756,38756,0,1,-6,-6
38757,38757,0,1,-8190,-8190
38758,38758,0,1,-6,6
38759,38759,0,1,8190,8190
38760,38760,0,1,6,-6
38761,38761,0,1,-8190,-8190
38762,38762,0,1,6,-6
38763,38763,0,1,8190,8190
38764,38764,0,1,6,6
38765,38765,0,1,-8190,-8190
38766,38766,0,1,-6,6
38767,38767,0,1,8190,8190
38768,38768,0,1,6,6
38769,38769,0,1,-8190,-8190
38770,38770,0,1,6,-6
38771,38771,0,1,8190,8190
38772,38772,0,1,6,6
38773,38773,0,1,-8190,-8190
38774,38774,0,1,6,6
38775,38775,0,1,8190,8190
38776,38776,0,1,-6,6
38777,38777,0,1,-8190,-8190
38778,38778,0,1,6,6
38779,38779,0,1,8190,8190
38780,38780,0,1,6,-6
38781,38781,0,1,-8190,-8190
38782,38782,0,1,6,6
38783,38783,0,1,8190,8190
38784,38784,0,1,6,6
38785,38785,0,1,-8190,-8190
38786,38786,0,1,6,6
38787,38787,0,1,8190,8190
38788,38788,0,1,6,6
38789,38789,0,1,-8190,-8190
38790,38790,0,1,-6,6
38791,38791,0,1,8190,8190
38792,38792,0,1,-6,6
38793,38793,0,1,-8190,-8190
38794,38794,0,1,6,-6
38795,38795,0,1,8190,8190
38796,38796,0,1,6,-6
38797,38797,0,1,-8190,-8190
38798,38798,0,1,6,6
38799,38799,0,1,8190,8190
38800,38800,0,1,6,6
38801,38801,0,1,-8190,-8190
38802,38802,0,1,-6,6
38803,38803,0,1,8190,8190
38804,38804,0,1,6,6
38805,38805,0,1,-8190,-8190
38806,38806,0,1,6,-6
38807,38807,0,1,8190,8190
38808,38808,0,1,-6,6
38809,38809,0,1,-8190,-8190
38810,38810,0,1,-6,6
38811,38811,0,1,8190,8190
38812,38812,0,1,6,-6
38813,38813,0,1,-8190,-8190
38814,38814,0,1,6,-6
38815,38815,0,1,8190,8190
38816,38816,0,1,-6,6
38817,38817,0,1,-8190,-8190
38818,38818,0,1,-6,6
38819,38819,0,1,8190,8190
38820,38820,0,1,6,-6
38821,38821,0,1,-8190,-8190
38822,38822,0,1,-6,-6
38823,38823,0,1,8190,8190
38824,38824,0,1,6,6
38825,38825,0,1,-8190,-8190
38826,38826,0,1,-6,-6
38827,38827,0,1,8190,8190
38828,38828,0,1,6,6
38829,38829,0,1,-8190,-8190
38830,38830,0,1,6,-6
38831,38831,0,1,8190,8190
38832,38832,0,1,6,6
38833,38833,0,1,-8190,-8190
38834,38834,0,1,-6,6
38835,38835,0,1,8190,8190
38836,38836,0,1,-6,6
38837,38837,0,1,-8190,-8190
38838,38838,0,1,6,-6
38839,38839,0,1,8190,8190
38840,38840,0,1,-6,-6
38841,38841,0,1,-8190,-8190
38842,38842,0,1,-6,6
38843,38843,0,1,8190,8190
38844,38844,0,1,-6,-6
38845,38845,0,1,-8190,-8190
38846,38846,0,1,6,-6
38847,38847,0,1,8190,8190
38848,38848,0,1,6,-6
38849,38849,0,1,-8190,-8190
38850,38850,0,1,6,6
38851,38851,0,1,8190,8190
38852,38852,0,1,-6,6
38853,38853,0,1,-8190,-8190
38854,38854,0,1,6,6
38855,38855,0,1,8190,8190
38856,38856,0,1,6,-6
38857,38857,0,1,-8190,-8190
38858,38858,0,1,6,6
38859,38859,0,1,8190,8190
38860,38860,0,1,6,6
38861,38861,0,1,-8190,-8190
38862,38862,0,1,6,6
38863,38863,0,1,8190,8190
38864,38864,0,1,-6,6
38865,38865,0,1,-8190,-8190
38866,38866,0,1,-6,6
38867,38867,0,1,8190,8190
38868,38868,0,1,6,-6
38869,38869,0,1,-8190,-8190
38870,38870,0,1,-6,-6
38871,38871,0,1,8190,8190
38872,38872,0,1,-6,6
38873,38873,0,1,-8190,-8190
38874,38874,0,1,6,-6
38875,38875,0,1,8190,8190
38876,38876,0,1,-6,-6
38877,38877,0,1,-8190,-8190
38878,38878,0,1,-6,6
38879,38879,0,1,8190,8190
38880,38880,0,1,6,-6
38881,38881,0,1,-8190,-8190
38882,38882,0,1,6,-6
38883,38883,0,1,8190,8190
38884,38884,0,1,6,6
38885,38885,0,1,-8190,-8190
38886,38886,0,1,-6,6
38887,38887,0,1,8190,8190
38888,38888,0,1,-6,6
38889,38889,0,1,-8190,-8190
38890,38890,0,1,6,-6
38891,38891,0,1,8190,8190
38892,38892,0,1,-6,-6
38893,38893,0,1,-8190,-8190
38894,38894,0,1,-6,6
38895,38895,0,1,8190,8190
38896,38896,0,1,-6,-6
38897,38897,0,1,-8190,-8190
38898,38898,0,1,-6,-6
38899,38899,0,1,8190,8190
38900,38900,0,1,6,-6
38901,38901,0,1,-8190,-8190
38902,38902,0,1,6,-6
38903,38903,0,1,8190,8190
38904,38904,0,1,6,6
38905,38905,0,1,-8190,-8190
38906,38906,0,1,6,6
38907,38907,0,1,8190,8190
38908,38908,0,1,-6,6
38909,38909,0,1,-8190,-8190
38910,38910,0,1,-6,6
38911,38911,0,1,8190,8190
38912,38912,0,1,-6,-6
38913,38913,0,1,-8190,-8190
38914,38914,0,1,-6,-6
38915,38915,0,1,8190,8190
38916,38916,0,1,-6,-6
38917,38917,0,1,-8190,-8190
38918,38918,0,1,-6,-6
38919,38919,0,1,8190,8190
38920,38920,0,1,6,-6
38921,38921,0,1,-8190,-8190
38922,38922,0,1,-6,-6
38923,38923,0,1,8190,8190
38924,38924,0,1,-6,6
38925,38925,0,1,-8190,-8190
38926,38926,0,1,6,-6
38927,38927,0,1,8190,8190
38928,38928,0,1,6,-6
38929,38929,0,1,-8190,-8190
38930,38930,0,1,6,6
38931,38931,0,1,8190,8190
38932,38932,0,1,-6,6
38933,38933,0,1,-8190,-8190
38934,38934,0,1,-6,6
38935,38935,0,1,8190,8190
38936,38936,0,1,6,-6
38937,38937,0,1,-8190,-8190
38938,38938,0,1,6,-6
38939,38939,0,1,8190,8190
38940,38940,0,1,-6,6
38941,38941,0,1,-8190,-8190
38942,38942,0,1,6,6
38943,38943,0,1,8190,8190
38944,38944,0,1,-6,-6
38945,38945,0,1,-8190,-8190
38946,38946,0,1,-6,6
38947,38947,0,1,8190,8190
38948,38948,0,1,-6,-6
38949,38949,0,1,-8190,-8190
38950,38950,0,1,6,-6
38951,38951,0,1,8190,8190
38952,38952,0,1,-6,-6
38953,38953,0,1,-8190,-8190
38954,38954,0,1,-6,6
38955,38955,0,1,8190,8190
38956,38956,0,1,6,-6
38957,38957,0,1,-8190,-8190
38958,38958,0,1,-6,-6
38959,38959,0,1,8190,8190
38960,38960,0,1,-6,6
38961,38961,0,1,-8190,-8190
38962,38962,0,1,-6,-6
38963,38963,0,1,8190,8190
38964,38964,0,1,-6,-6
38965,38965,0,1,-8190,-8190
38966,38966,0,1,-6,-6
38967,38967,0,1,8190,8190
38968,38968,0,1,-6,-6
38969,38969,0,1,-8190,-8190
38970,38970,0,1,-6,-6
38971,38971,0,1,8190,8190
38972,38972,0,1,-6,-6
38973,38973,0,1,-8190,-8190
38974,38974,0,1,6,-6
38975,38975,0,1,8190,8190
38976,38976,0,1,-6,-6
38977,38977,0,1,-8190,-8190
38978,38978,0,1,-6,6
38979,38979,0,1,8190,8190
38980,38980,0,1,6,-6
38981,38981,0,1,-8190,-8190
38982,38982,0,1,6,-6
38983,38983,0,1,8190,8190
38984,38984,0,1,6,6
38985,38985,0,1,-8190,-8190
38986,38986,0,1,6,6
38987,38987,0,1,8190,8190
38988,38988,0,1,6,6
38989,38989,0,1,-8190,-8190
38990,38990,0,1,6,6
38991,38991,0,1,8190,8190
38992,38992,0,1,-6,6
38993,38993,0,1,-8190,-8190
38994,38994,0,1,-6,6
38995,38995,0,1,8190,8190
38996,38996,0,1,6,-6
38997,38997,0,1,-8190,-8190
38998,38998,0,1,6,-6
38999,38999,0,1,8190,8190
39000,39000,0,1,6,6
39001,39001,0,1,-8190,-8190
39002,39002,0,1,-6,6
39003,39003,0,1,8190,8190
39004,39004,0,1,6,6
39005,39005,0,1,-8190,-8190
39006,39006,0,1,6,-6
39007,39007,0,1,8190,8190
39008,39008,0,1,6,6
39009,39009,0,1,-8190,-8190
39010,39010,0,1,6,6
39011,39011,0,1,8190,8190
39012,39012,0,1,-6,6
39013,39013,0,1,-8190,-8190
39014,39014,0,1,-6,6
39015,39015,0,1,8190,8190
39016,39016,0,1,-6,-6
39017,39017,0,1,-8190,-8190
39018,39018,0,1,-6,-6
39019,39019,0,1,8190,8190
39020,39020,0,1,-6,-6
39021,39021,0,1,-8190,-8190
39022,39022,0,1,-6,-6
39023,39023,0,1,8190,8190
39024,39024,0,1,-6,-6
39025,39025,0,1,-8190,-8190
39026,39026,0,1,-6,-6
39027,39027,0,1,8190,8190
39028,39028,0,1,-6,-6
39029,39029,0,1,-8190,-8190
39030,39030,0,1,-6,-6
39031,39031,0,1,8190,8190
39032,39032,0,1,-6,-6
39033,39033,0,1,-8190,-8190
39034,39034,0,1,-6,-6
39035,39035,0,1,8190,8190
39036,39036,0,1,6,-6
39037,39037,0,1,-8190,-8190
39038,39038,0,1,-6,-6
39039,39039,0,1,8190,8190
39040,39040,0,1,-6,6
39041,39041,0,1,-8190,-8190
39042,39042,0,1,6,-6
39043,39043,0,1,8190,8190
39044,39044,0,1,-6,-6
39045,39045,0,1,-8190,-8190
39046,39046,0,1,6,6
39047,39047,0,1,8190,8190
39048,39048,0,1,6,-6
39049,39049,0,1,-8190,-8190
39050,39050,0,1,-6,6
39051,39051,0,1,8190,8190
39052,39052,0,1,-6,6
39053,39053,0,1,-8190,-8190
39054,39054,0,1,-6,-6
39055,39055,0,1,8190,8190
39056,39056,0,1,6,-6
39057,39057,0,1,-8190,-8190
39058,39058,0,1,-6,-6
39059,39059,0,1,8190,8190
39060,39060,0,1,6,6
39061,39061,0,1,-8190,-8190
39062,39062,0,1,-6,-6
39063,39063,0,1,8190,8190
39064,39064,0,1,6,6
39065,39065,0,1,-8190,-8190
39066,39066,0,1,-6,-6
39067,39067,0,1,8190,8190
39068,39068,0,1,6,6
39069,39069,0,1,-8190,-8190
39070,39070,0,1,6,-6
39071,39071,0,1,8190,8190
39072,39072,0,1,-6,6
39073,39073,0,1,-8190,-8190
39074,39074,0,1,6,6
39075,39075,0,1,8190,8190
39076,39076,0,1,-6,-6
39077,39077,0,1,-8190,-8190
39078,39078,0,1,-6,6
39079,39079,0,1,8190,8190
39080,39080,0,1,-6,-6
39081,39081,0,1,-8190,-8190
39082,39082,0,1,6,-6
39083,39083,0,1,8190,8190
39084,39084,0,1,6,-6
39085,39085,0,1,-8190,-8190
39086,39086,0,1,6,6
39087,39087,0,1,8190,8190
39088,39088,0,1,6,6
39089,39089,0,1,-8190,-8190
39090,39090,0,1,6,6
39091,39091,0,1,8190,8190
39092,39092,0,1,6,6
39093,39093,0,1,-8190,-8190
39094,39094,0,1,6,6
39095,39095,0,1,8190,8190
39096,39096,0,1,-6,6
39097,39097,0,1,-8190,-8190
39098,39098,0,1,6,6
39099,39099,0,1,8190,8190
39100,39100,0,1,-6,-6
39101,39101,0,1,-8190,-8190
39102,39102,0,1,6,6
39103,39103,0,1,8190,8190
39104,39104,0,1,-6,-6
39105,39105,0,1,-8190,-8190
39106,39106,0,1,6,6
39107,39107,0,1,8190,8190
39108,39108,0,1,-6,-6
39109,39109,0,1,-8190,-8190
39110,39110,0,1,-6,6
39111,39111,0,1,8190,8190
39112,39112,0,1,6,-6
39113,39113,0,1,-8190,-8190
39114,39114,0,1,6,-6
39115,39115,0,1,8190,8190
39116,39116,0,1,6,6
39117,39117,0,1,-8190,-8190
39118,39118,0,1,6,6
39119,39119,0,1,8190,8190
39120,39120,0,1,-6,6
39121,39121,0,1,-8190,-8190
39122,39122,0,1,-6,6
39123,39123,0,1,8190,8190
39124,39124,0,1,-6,-6
39125,39125,0,1,-8190,-8190
39126,39126,0,1,6,-6
39127,39127,0,1,8190,8190
39128,39128,0,1,6,-6
39129,39129,0,1,-8190,-8190
39130,39130,0,1,-6,6
39131,39131,0,1,8190,8190
39132,39132,0,1,6,6
39133,39133,0,1,-8190,-8190
39134,39134,0,1,6,-6
39135,39135,0,1,8190,8190
39136,39136,0,1,-6,6
39137,39137,0,1,-8190,-8190
39138,39138,0,1,6,6
39139,39139,0,1,8190,8190
39140,39140,0,1,6,-6
39141,39141,0,1,-8190,-8190
39142,39142,0,1,6,6
39143,39143,0,1,8190,8190
39144,39144,0,1,6,6
39145,39145,0,1,-8190,-8190
39146,39146,0,1,-6,6
39147,39147,0,1,8190,8190
39148,39148,0,1,-6,6
39149,39149,0,1,-8190,-8190
39150,39150,0,1,6,-6
39151,39151,0,1,8190,8190
39152,39152,0,1,6,-6
39153,39153,0,1,-8190,-8190
39154,39154,0,1,-6,6
39155,39155,0,1,8190,8190
39156,39156,0,1,6,6
39157,39157,0,1,-8190,-8190
39158,39158,0,1,-6,-6
39159,39159,0,1,8190,8190
39160,39160,0,1,-6,6
39161,39161,0,1,-8190,-8190
39162,39162,0,1,-6,-6
39163,39163,0,1,8190,8190
39164,39164,0,1,-6,-6
39165,39165,0,1,-8190,-8190
39166,39166,0,1,6,-6
39167,39167,0,1,8190,8190
39168,39168,0,1,-6,-6
39169,39169,0,1,-8190,-8190
39170,39170,0,1,-6,6
39171,39171,0,1,8190,8190
39172,39172,0,1,6,-6
39173,39173,0,1,-8190,-8190
39174,39174,0,1,-6,-6
39175,39175,0,1,8190,8190
39176,39176,0,1,6,6
39177,39177,0,1,-8190,-8190
39178,39178,0,1,6,-6
39179,39179,0,1,8190,8190
39180,39180,0,1,-6,6
39181,39181,0,1,-8190,-8190
39182,39182,0,1,-6,6
39183,39183,0,1,8190,8190
39184,39184,0,1,6,-6
39185,39185,0,1,-8190,-8190
39186,39186,0,1,6,-6
39187,39187,0,1,8190,8190
39188,39188,0,1,-6,6
39189,39189,0,1,-8190,-8190
39190,39190,0,1,-6,6
39191,39191,0,1,8190,8190
39192,39192,0,1,-6,-6
39193,39193,0,1,-8190,-8190
39194,39194,0,1,-6,-6
39195,39195,0,1,8190,8190
39196,39196,0,1,6,-6
39197,39197,0,1,-8190,-8190
39198,39198,0,1,-6,-6
39199,39199,0,1,8190,8190
39200,39200,0,1,6,6
39201,39201,0,1,-8190,-8190
39202,39202,0,1,6,-6
39203,39203,0,1,8190,8190
39204,39204,0,1,-6,6
39205,39205,0,1,-8190,-8190
39206,39206,0,1,6,6
39207,39207,0,1,8190,8190
39208,39208,0,1,6,-6
39209,39209,0,1,-8190,-8190
39210,39210,0,1,6,6
39211,39211,0,1,8190,8190
39212,39212,0,1,-6,6
39213,39213,0,1,-8190,-8190
39214,39214,0,1,6,6
39215,39215,0,1,8190,8190
39216,39216,0,1,-6,-6
39217,39217,0,1,-8190,-8190
39218,39218,0,1,-6,6
39219,39219,0,1,8190,8190
39220,39220,0,1,-6,-6
39221,39221,0,1,-8190,-8190
39222,39222,0,1,-6,-6
39223,39223,0,1,8190,8190
39224,39224,0,1,6,-6
39225,39225,0,1,-8190,-8190
39226,39226,0,1,-6,-6
39227,39227,0,1,8190,8190
39228,39228,0,1,6,6
39229,39229,0,1,-8190,-8190
39230,39230,0,1,-6,-6
39231,39231,0,1,8190,8190
39232,39232,0,1,-6,6
39233,39233,0,1,-8190,-8190
39234,39234,0,1,6,-6
39235,39235,0,1,8190,8190
39236,39236,0,1,-6,-6
39237,39237,0,1,-8190,-8190
39238,39238,0,1,6,6
39239,39239,0,1,8190,8190
39240,39240,0,1,6,-6
39241,39241,0,1,-8190,-8190
39242,39242,0,1,6,6
39243,39243,0,1,8190,8190
39244,39244,0,1,6,6
39245,39245,0,1,-8190,-8190
39246,39246,0,1,-6,6
39247,39247,0,1,8190,8190
39248,39248,0,1,6,6
39249,39249,0,1,-8190,-8190
39250,39250,0,1,-6,-6
39251,39251,0,1,8190,8190
39252,39252,0,1,6,6
39253,39253,0,1,-8190,-8190
39254,39254,0,1,-6,-6
39255,39255,0,1,8190,8190
39256,39256,0,1,6,6
39257,39257,0,1,-8190,-8190
39258,39258,0,1,6,-6
39259,39259,0,1,8190,8190
39260,39260,0,1,6,6
39261,39261,0,1,-8190,-8190
39262,39262,0,1,6,6
39263,39263,0,1,8190,8190
39264,39264,0,1,6,6
39265,39265,0,1,-8190,-8190
39266,39266,0,1,-6,6
39267,39267,0,1,8190,8190
39268,39268,0,1,6,6
39269,39269,0,1,-8190,-8190
39270,39270,0,1,6,-6
39271,39271,0,1,8190,8190
39272,39272,0,1,-6,6
39273,39273,0,1,-8190,-8190
39274,39274,0,1,-6,6
39275,39275,0,1,8190,8190
39276,39276,0,1,6,-6
39277,39277,0,1,-8190,-8190
39278,39278,0,1,-6,-6
39279,39279,0,1,8190,8190
39280,39280,0,1,-6,6
39281,39281,0,1,-8190,-8190
39282,39282,0,1,-6,-6
39283,39283,0,1,8190,8190
39284,39284,0,1,6,-6
39285,39285,0,1,-8190,-8190
39286,39286,0,1,6,-6
39287,39287,0,1,8190,8190
39288,39288,0,1,6,6
39289,39289,0,1,-8190,-8190
39290,39290,0,1,-6,6
39291,39291,0,1,8190,8190
39292,39292,0,1,-6,6
39293,39293,0,1,-8190,-8190
39294,39294,0,1,-6,-6
39295,39295,0,1,8190,8190
39296,39296,0,1,6,-6
39297,39297,0,1,-8190,-8190
39298,39298,0,1,-6,-6
39299,39299,0,1,8190,8190
39300,39300,0,1,6,6
39301,39301,0,1,-8190,-8190
39302,39302,0,1,-6,-6
39303,39303,0,1,8190,8190
39304,39304,0,1,6,6
39305,39305,0,1,-8190,-8190
39306,39306,0,1,-6,-6
39307,39307,0,1,8190,8190
39308,39308,0,1,-6,6
39309,39309,0,1,-8190,-8190
39310,39310,0,1,-6,-6
39311,39311,0,1,8190,8190
39312,39312,0,1,-6,-6
39313,39313,0,1,-8190,-8190
39314,39314,0,1,6,-6
39315,39315,0,1,8190,8190
39316,39316,0,1,-6,-6
39317,39317,0,1,-8190,-8190
39318,39318,0,1,6,6
39319,39319,0,1,8190,8190
39320,39320,0,1,6,-6
39321,39321,0,1,-8190,-8190
39322,39322,0,1,6,6
39323,39323,0,1,8190,8190
39324,39324,0,1,-6,6
39325,39325,0,1,-8190,-8190
39326,39326,0,1,-6,6
39327,39327,0,1,8190,8190
39328,39328,0,1,6,-6
39329,39329,0,1,-8190,-8190
39330,39330,0,1,-6,-6
39331,39331,0,1,8190,8190
39332,39332,0,1,-6,6
39333,39333,0,1,-8190,-8190
39334,39334,0,1,6,-6
39335,39335,0,1,8190,8190
39336,39336,0,1,-6,-6
39337,39337,0,1,-8190,-8190
39338,39338,0,1,6,6
39339,39339,0,1,8190,8190
39340,39340,0,1,-6,-6
39341,39341,0,1,-8190,-8190
39342,39342,0,1,6,6
39343,39343,0,1,8190,8190
39344,39344,0,1,-6,-6
39345,39345,0,1,-8190,-8190
39346,39346,0,1,6,6
39347,39347,0,1,8190,8190
39348,39348,0,1,-6,-6
39349,39349,0,1,-8190,-8190
39350,39350,0,1,6,6
39351,39351,0,1,8190,8190
39352,39352,0,1,6,-6
39353,39353,0,1,-8190,-8190
39354,39354,0,1,6,6
39355,39355,0,1,8190,8190
39356,39356,0,1,6,6
39357,39357,0,1,-8190,-8190
39358,39358,0,1,-6,6
39359,39359,0,1,8190,8190
39360,39360,0,1,6,6
39361,39361,0,1,-8190,-8190
39362,39362,0,1,6,-6
39363,39363,0,1,8190,8190
39364,39364,0,1,-6,6
39365,39365,0,1,-8190,-8190
39366,39366,0,1,6,6
39367,39367,0,1,8190,8190
39368,39368,0,1,-6,-6
39369,39369,0,1,-8190,-8190
39370,39370,0,1,-6,6
39371,39371,0,1,8190,8190
39372,39372,0,1,-6,-6
39373,39373,0,1,-8190,-8190
39374,39374,0,1,-6,-6
39375,39375,0,1,8190,8190
39376,39376,0,1,-6,-6
39377,39377,0,1,-8190,-8190
39378,39378,0,1,-6,-6
39379,39379,0,1,8190,8190
39380,39380,0,1,-6,-6
39381,39381,0,1,-8190,-8190
39382,39382,0,1,-6,-6
39383,39383,0,1,8190,8190
39384,39384,0,1,-6,-6
39385,39385,0,1,-8190,-8190
39386,39386,0,1,-6,-6
39387,39387,0,1,8190,8190
39388,39388,0,1,-6,-6
39389,39389,0,1,-8190,-8190
39390,39390,0,1,6,-6
39391,39391,0,1,8190,8190
39392,39392,0,1,6,-6
39393,39393,0,1,-8190,-8190
39394,39394,0,1,-6,6
39395,39395,0,1,8190,8190
39396,39396,0,1,-6,6
39397,39397,0,1,-8190,-8190
39398,39398,0,1,6,-6
39399,39399,0,1,8190,8190
39400,39400,0,1,6,-6
39401,39401,0,1,-8190,-8190
39402,39402,0,1,6,6
39403,39403,0,1,8190,8190
39404,39404,0,1,6,6
39405,39405,0,1,-8190,-8190
39406,39406,0,1,6,6
39407,39407,0,1,8190,8190
39408,39408,0,1,-6,6
39409,39409,0,1,-8190,-8190
39410,39410,0,1,-6,6
39411,39411,0,1,8190,8190
39412,39412,0,1,-6,-6
39413,39413,0,1,-8190,-8190
39414,39414,0,1,-6,-6
39415,39415,0,1,8190,8190
39416,39416,0,1,6,-6
39417,39417,0,1,-8190,-8190
39418,39418,0,1,-6,-6
39419,39419,0,1,8190,8190
39420,39420,0,1,6,6
39421,39421,0,1,-8190,-8190
39422,39422,0,1,-6,-6
39423,39423,0,1,8190,8190
39424,39424,0,1,6,6
39425,39425,0,1,-8190,-8190
39426,39426,0,1,6,-6
39427,39427,0,1,8190,8190
39428,39428,0,1,-6,6
39429,39429,0,1,-8190,-8190
39430,39430,0,1,6,6
39431,39431,0,1,8190,8190
39432,39432,0,1,6,-6
39433,39433,0,1,-8190,-8190
39434,39434,0,1,6,6
39435,39435,0,1,8190,8190
39436,39436,0,1,6,6
39437,39437,0,1,-8190,-8190
39438,39438,0,1,-6,6
39439,39439,0,1,8190,8190
39440,39440,0,1,6,6
39441,39441,0,1,-8190,-8190
39442,39442,0,1,-6,-6
39443,39443,0,1,8190,8190
39444,39444,0,1,6,6
39445,39445,0,1,-8190,-8190
39446,39446,0,1,6,-6
39447,39447,0,1,8190,8190
39448,39448,0,1,6,6
39449,39449,0,1,-8190,-8190
39450,39450,0,1,-6,6
39451,39451,0,1,8190,8190
39452,39452,0,1,6,6
39453,39453,0,1,-8190,-8190
39454,39454,0,1,6,-6
39455,39455,0,1,8190,8190
39456,39456,0,1,6,6
39457,39457,0,1,-8190,-8190
39458,39458,0,1,-6,6
39459,39459,0,1,8190,8190
39460,39460,0,1,-6,6
39461,39461,0,1,-8190,-8190
39462,39462,0,1,-6,-6
39463,39463,0,1,8190,8190
39464,39464,0,1,-6,-6
39465,39465,0,1,-8190,-8190
39466,39466,0,1,6,-6
39467,39467,0,1,8190,8190
39468,39468,0,1,-6,-6
39469,39469,0,1,-8190,-8190
39470,39470,0,1,-6,6
39471,39471,0,1,8190,8190
39472,39472,0,1,-6,-6
39473,39473,0,1,-8190,-8190
39474,39474,0,1,-6,-6
39475,39475,0,1,8190,8190
39476,39476,0,1,6,-6
39477,39477,0,1,-8190,-8190
39478,39478,0,1,-6,-6
39479,39479,0,1,8190,8190
39480,39480,0,1,6,6
39481,39481,0,1,-8190,-8190
39482,39482,0,1,6,-6
39483,39483,0,1,8190,8190
39484,39484,0,1,-6,6
39485,39485,0,1,-8190,-8190
39486,39486,0,1,-6,6
39487,39487,0,1,8190,8190
39488,39488,0,1,6,-6
39489,39489,0,1,-8190,-8190
39490,39490,0,1,6,-6
39491,39491,0,1,8190,8190
39492,39492,0,1,-6,6
39493,39493,0,1,-8190,-8190
39494,39494,0,1,-6,6
39495,39495,0,1,8190,8190
39496,39496,0,1,-6,-6
39497,39497,0,1,-8190,-8190
39498,39498,0,1,-6,-6
39499,39499,0,1,8190,8190
39500,39500,0,1,6,-6
39501,39501,0,1,-8190,-8190
39502,39502,0,1,6,-6
39503,39503,0,1,8190,8190
39504,39504,0,1,6,6
39505,39505,0,1,-8190,-8190
39506,39506,0,1,-6,6
39507,39507,0,1,8190,8190
39508,39508,0,1,-6,6
39509,39509,0,1,-8190,-8190
39510,39510,0,1,6,-6
39511,39511,0,1,8190,8190
39512,39512,0,1,6,-6
39513,39513,0,1,-8190,-8190
39514,39514,0,1,6,6
39515,39515,0,1,8190,8190
39516,39516,0,1,-6,6
39517,39517,0,1,-8190,-8190
39518,39518,0,1,-6,6
39519,39519,0,1,8190,8190
39520,39520,0,1,-6,-6
39521,39521,0,1,-8190,-8190
39522,39522,0,1,6,-6
39523,39523,0,1,8190,8190
39524,39524,0,1,6,-6
39525,39525,0,1,-8190,-8190
39526,39526,0,1,-6,6
39527,39527,0,1,8190,8190
39528,39528,0,1,6,6
39529,39529,0,1,-8190,-8190
39530,39530,0,1,-6,-6
39531,39531,0,1,8190,8190
39532,39532,0,1,-6,6
39533,39533,0,1,-8190,-8190
39534,39534,0,1,6,-6
39535,39535,0,1,8190,8190
39536,39536,0,1,-6,-6
39537,39537,0,1,-8190,-8190
39538,39538,0,1,6,6
39539,39539,0,1,8190,8190
39540,39540,0,1,-6,-6
39541,39541,0,1,-8190,-8190
39542,39542,0,1,-6,6
39543,39543,0,1,8190,8190
39544,39544,0,1,6,-6
39545,39545,0,1,-8190,-8190
39546,39546,0,1,-6,-6
39547,39547,0,1,8190,8190
39548,39548,0,1,6,6
39549,39549,0,1,-8190,-8190
39550,39550,0,1,-6,-6
39551,39551,0,1,8190,8190
39552,39552,0,1,6,6
39553,39553,0,1,-8190,-8190
39554,39554,0,1,-6,-6
39555,39555,0,1,8190,8190
39556,39556,0,1,-6,6
39557,39557,0,1,-8190,-8190
39558,39558,0,1,6,-6
39559,39559,0,1,8190,8190
39560,39560,0,1,6,-6
39561,39561,0,1,-8190,-8190
39562,39562,0,1,-6,6
39563,39563,0,1,8190,8190
39564,39564,0,1,-6,6
39565,39565,0,1,-8190,-8190
39566,39566,0,1,6,-6
39567,39567,0,1,8190,8190
39568,39568,0,1,-6,-6
39569,39569,0,1,-8190,-8190
39570,39570,0,1,6,6
39571,39571,0,1,8190,8190
39572,39572,0,1,6,-6
39573,39573,0,1,-8190,-8190
39574,39574,0,1,-6,6
39575,39575,0,1,8190,8190
39576,39576,0,1,-6,6
39577,39577,0,1,-8190,-8190
39578,39578,0,1,6,-6
39579,39579,0,1,8190,8190
39580,39580,0,1,6,-6
39581,39581,0,1,-8190,-8190
39582,39582,0,1,-6,6
39583,39583,0,1,8190,8190
39584,39584,0,1,6,6
39585,39585,0,1,-8190,-8190
39586,39586,0,1,-6,-6
